pre,post,mask
tiles\images\EARTHQUAKE-TURKEY_007230_pre.png,tiles\images\EARTHQUAKE-TURKEY_007230_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007230_class.png
tiles\images\EARTHQUAKE-TURKEY_002441_pre.png,tiles\images\EARTHQUAKE-TURKEY_002441_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002441_class.png
tiles\images\EARTHQUAKE-TURKEY_004375_pre.png,tiles\images\EARTHQUAKE-TURKEY_004375_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004375_class.png
tiles\images\EARTHQUAKE-TURKEY_006806_pre.png,tiles\images\EARTHQUAKE-TURKEY_006806_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006806_class.png
tiles\images\EARTHQUAKE-TURKEY_004591_pre.png,tiles\images\EARTHQUAKE-TURKEY_004591_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004591_class.png
tiles\images\EARTHQUAKE-TURKEY_016085_pre.png,tiles\images\EARTHQUAKE-TURKEY_016085_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016085_class.png
tiles\images\EARTHQUAKE-TURKEY_009198_pre.png,tiles\images\EARTHQUAKE-TURKEY_009198_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009198_class.png
tiles\images\EARTHQUAKE-TURKEY_015907_pre.png,tiles\images\EARTHQUAKE-TURKEY_015907_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015907_class.png
tiles\images\EARTHQUAKE-TURKEY_015582_pre.png,tiles\images\EARTHQUAKE-TURKEY_015582_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015582_class.png
tiles\images\EARTHQUAKE-TURKEY_016053_pre.png,tiles\images\EARTHQUAKE-TURKEY_016053_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016053_class.png
tiles\images\EARTHQUAKE-TURKEY_007322_pre.png,tiles\images\EARTHQUAKE-TURKEY_007322_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007322_class.png
tiles\images\EARTHQUAKE-TURKEY_003599_pre.png,tiles\images\EARTHQUAKE-TURKEY_003599_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003599_class.png
tiles\images\EARTHQUAKE-TURKEY_011827_pre.png,tiles\images\EARTHQUAKE-TURKEY_011827_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011827_class.png
tiles\images\EARTHQUAKE-TURKEY_007290_pre.png,tiles\images\EARTHQUAKE-TURKEY_007290_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007290_class.png
tiles\images\EARTHQUAKE-TURKEY_000538_pre.png,tiles\images\EARTHQUAKE-TURKEY_000538_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000538_class.png
tiles\images\EARTHQUAKE-TURKEY_012635_pre.png,tiles\images\EARTHQUAKE-TURKEY_012635_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012635_class.png
tiles\images\EARTHQUAKE-TURKEY_010664_pre.png,tiles\images\EARTHQUAKE-TURKEY_010664_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010664_class.png
tiles\images\EARTHQUAKE-TURKEY_015879_pre.png,tiles\images\EARTHQUAKE-TURKEY_015879_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015879_class.png
tiles\images\EARTHQUAKE-TURKEY_004917_pre.png,tiles\images\EARTHQUAKE-TURKEY_004917_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004917_class.png
tiles\images\EARTHQUAKE-TURKEY_017877_pre.png,tiles\images\EARTHQUAKE-TURKEY_017877_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017877_class.png
tiles\images\EARTHQUAKE-TURKEY_005113_pre.png,tiles\images\EARTHQUAKE-TURKEY_005113_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005113_class.png
tiles\images\EARTHQUAKE-TURKEY_009500_pre.png,tiles\images\EARTHQUAKE-TURKEY_009500_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009500_class.png
tiles\images\EARTHQUAKE-TURKEY_009307_pre.png,tiles\images\EARTHQUAKE-TURKEY_009307_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009307_class.png
tiles\images\EARTHQUAKE-TURKEY_004378_pre.png,tiles\images\EARTHQUAKE-TURKEY_004378_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004378_class.png
tiles\images\EARTHQUAKE-TURKEY_011914_pre.png,tiles\images\EARTHQUAKE-TURKEY_011914_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011914_class.png
tiles\images\EARTHQUAKE-TURKEY_015985_pre.png,tiles\images\EARTHQUAKE-TURKEY_015985_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015985_class.png
tiles\images\EARTHQUAKE-TURKEY_004461_pre.png,tiles\images\EARTHQUAKE-TURKEY_004461_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004461_class.png
tiles\images\EARTHQUAKE-TURKEY_003114_pre.png,tiles\images\EARTHQUAKE-TURKEY_003114_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003114_class.png
tiles\images\EARTHQUAKE-TURKEY_011822_pre.png,tiles\images\EARTHQUAKE-TURKEY_011822_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011822_class.png
tiles\images\EARTHQUAKE-TURKEY_007535_pre.png,tiles\images\EARTHQUAKE-TURKEY_007535_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007535_class.png
tiles\images\EARTHQUAKE-TURKEY_017609_pre.png,tiles\images\EARTHQUAKE-TURKEY_017609_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017609_class.png
tiles\images\EARTHQUAKE-TURKEY_014840_pre.png,tiles\images\EARTHQUAKE-TURKEY_014840_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014840_class.png
tiles\images\EARTHQUAKE-TURKEY_009287_pre.png,tiles\images\EARTHQUAKE-TURKEY_009287_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009287_class.png
tiles\images\EARTHQUAKE-TURKEY_007430_pre.png,tiles\images\EARTHQUAKE-TURKEY_007430_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007430_class.png
tiles\images\EARTHQUAKE-TURKEY_011054_pre.png,tiles\images\EARTHQUAKE-TURKEY_011054_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011054_class.png
tiles\images\EARTHQUAKE-TURKEY_009433_pre.png,tiles\images\EARTHQUAKE-TURKEY_009433_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009433_class.png
tiles\images\EARTHQUAKE-TURKEY_002792_pre.png,tiles\images\EARTHQUAKE-TURKEY_002792_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002792_class.png
tiles\images\EARTHQUAKE-TURKEY_010027_pre.png,tiles\images\EARTHQUAKE-TURKEY_010027_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010027_class.png
tiles\images\EARTHQUAKE-TURKEY_017589_pre.png,tiles\images\EARTHQUAKE-TURKEY_017589_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017589_class.png
tiles\images\EARTHQUAKE-TURKEY_015207_pre.png,tiles\images\EARTHQUAKE-TURKEY_015207_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015207_class.png
tiles\images\EARTHQUAKE-TURKEY_016467_pre.png,tiles\images\EARTHQUAKE-TURKEY_016467_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016467_class.png
tiles\images\EARTHQUAKE-TURKEY_003531_pre.png,tiles\images\EARTHQUAKE-TURKEY_003531_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003531_class.png
tiles\images\EARTHQUAKE-TURKEY_011457_pre.png,tiles\images\EARTHQUAKE-TURKEY_011457_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011457_class.png
tiles\images\EARTHQUAKE-TURKEY_006630_pre.png,tiles\images\EARTHQUAKE-TURKEY_006630_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006630_class.png
tiles\images\EARTHQUAKE-TURKEY_002723_pre.png,tiles\images\EARTHQUAKE-TURKEY_002723_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002723_class.png
tiles\images\EARTHQUAKE-TURKEY_017113_pre.png,tiles\images\EARTHQUAKE-TURKEY_017113_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017113_class.png
tiles\images\EARTHQUAKE-TURKEY_014813_pre.png,tiles\images\EARTHQUAKE-TURKEY_014813_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014813_class.png
tiles\images\EARTHQUAKE-TURKEY_006798_pre.png,tiles\images\EARTHQUAKE-TURKEY_006798_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006798_class.png
tiles\images\EARTHQUAKE-TURKEY_016139_pre.png,tiles\images\EARTHQUAKE-TURKEY_016139_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016139_class.png
tiles\images\EARTHQUAKE-TURKEY_007390_pre.png,tiles\images\EARTHQUAKE-TURKEY_007390_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007390_class.png
tiles\images\EARTHQUAKE-TURKEY_005435_pre.png,tiles\images\EARTHQUAKE-TURKEY_005435_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005435_class.png
tiles\images\EARTHQUAKE-TURKEY_002055_pre.png,tiles\images\EARTHQUAKE-TURKEY_002055_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002055_class.png
tiles\images\EARTHQUAKE-TURKEY_016742_pre.png,tiles\images\EARTHQUAKE-TURKEY_016742_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016742_class.png
tiles\images\EARTHQUAKE-TURKEY_003376_pre.png,tiles\images\EARTHQUAKE-TURKEY_003376_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003376_class.png
tiles\images\EARTHQUAKE-TURKEY_002867_pre.png,tiles\images\EARTHQUAKE-TURKEY_002867_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002867_class.png
tiles\images\EARTHQUAKE-TURKEY_014436_pre.png,tiles\images\EARTHQUAKE-TURKEY_014436_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014436_class.png
tiles\images\EARTHQUAKE-TURKEY_000236_pre.png,tiles\images\EARTHQUAKE-TURKEY_000236_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000236_class.png
tiles\images\EARTHQUAKE-TURKEY_000059_pre.png,tiles\images\EARTHQUAKE-TURKEY_000059_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000059_class.png
tiles\images\EARTHQUAKE-TURKEY_009197_pre.png,tiles\images\EARTHQUAKE-TURKEY_009197_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009197_class.png
tiles\images\EARTHQUAKE-TURKEY_015057_pre.png,tiles\images\EARTHQUAKE-TURKEY_015057_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015057_class.png
tiles\images\EARTHQUAKE-TURKEY_000237_pre.png,tiles\images\EARTHQUAKE-TURKEY_000237_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000237_class.png
tiles\images\EARTHQUAKE-TURKEY_011411_pre.png,tiles\images\EARTHQUAKE-TURKEY_011411_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011411_class.png
tiles\images\EARTHQUAKE-TURKEY_016973_pre.png,tiles\images\EARTHQUAKE-TURKEY_016973_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016973_class.png
tiles\images\EARTHQUAKE-TURKEY_003472_pre.png,tiles\images\EARTHQUAKE-TURKEY_003472_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003472_class.png
tiles\images\EARTHQUAKE-TURKEY_001502_pre.png,tiles\images\EARTHQUAKE-TURKEY_001502_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001502_class.png
tiles\images\EARTHQUAKE-TURKEY_009575_pre.png,tiles\images\EARTHQUAKE-TURKEY_009575_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009575_class.png
tiles\images\EARTHQUAKE-TURKEY_008464_pre.png,tiles\images\EARTHQUAKE-TURKEY_008464_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008464_class.png
tiles\images\EARTHQUAKE-TURKEY_012744_pre.png,tiles\images\EARTHQUAKE-TURKEY_012744_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012744_class.png
tiles\images\EARTHQUAKE-TURKEY_002429_pre.png,tiles\images\EARTHQUAKE-TURKEY_002429_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002429_class.png
tiles\images\EARTHQUAKE-TURKEY_015451_pre.png,tiles\images\EARTHQUAKE-TURKEY_015451_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015451_class.png
tiles\images\EARTHQUAKE-TURKEY_001627_pre.png,tiles\images\EARTHQUAKE-TURKEY_001627_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001627_class.png
tiles\images\EARTHQUAKE-TURKEY_003084_pre.png,tiles\images\EARTHQUAKE-TURKEY_003084_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003084_class.png
tiles\images\EARTHQUAKE-TURKEY_004269_pre.png,tiles\images\EARTHQUAKE-TURKEY_004269_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004269_class.png
tiles\images\EARTHQUAKE-TURKEY_001159_pre.png,tiles\images\EARTHQUAKE-TURKEY_001159_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001159_class.png
tiles\images\EARTHQUAKE-TURKEY_000755_pre.png,tiles\images\EARTHQUAKE-TURKEY_000755_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000755_class.png
tiles\images\EARTHQUAKE-TURKEY_017617_pre.png,tiles\images\EARTHQUAKE-TURKEY_017617_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017617_class.png
tiles\images\EARTHQUAKE-TURKEY_008882_pre.png,tiles\images\EARTHQUAKE-TURKEY_008882_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008882_class.png
tiles\images\EARTHQUAKE-TURKEY_000743_pre.png,tiles\images\EARTHQUAKE-TURKEY_000743_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000743_class.png
tiles\images\EARTHQUAKE-TURKEY_008103_pre.png,tiles\images\EARTHQUAKE-TURKEY_008103_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008103_class.png
tiles\images\EARTHQUAKE-TURKEY_012747_pre.png,tiles\images\EARTHQUAKE-TURKEY_012747_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012747_class.png
tiles\images\EARTHQUAKE-TURKEY_000120_pre.png,tiles\images\EARTHQUAKE-TURKEY_000120_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000120_class.png
tiles\images\EARTHQUAKE-TURKEY_007418_pre.png,tiles\images\EARTHQUAKE-TURKEY_007418_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007418_class.png
tiles\images\EARTHQUAKE-TURKEY_009393_pre.png,tiles\images\EARTHQUAKE-TURKEY_009393_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009393_class.png
tiles\images\EARTHQUAKE-TURKEY_015441_pre.png,tiles\images\EARTHQUAKE-TURKEY_015441_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015441_class.png
tiles\images\EARTHQUAKE-TURKEY_016933_pre.png,tiles\images\EARTHQUAKE-TURKEY_016933_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016933_class.png
tiles\images\EARTHQUAKE-TURKEY_008551_pre.png,tiles\images\EARTHQUAKE-TURKEY_008551_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008551_class.png
tiles\images\EARTHQUAKE-TURKEY_002435_pre.png,tiles\images\EARTHQUAKE-TURKEY_002435_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002435_class.png
tiles\images\EARTHQUAKE-TURKEY_010287_pre.png,tiles\images\EARTHQUAKE-TURKEY_010287_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010287_class.png
tiles\images\EARTHQUAKE-TURKEY_000731_pre.png,tiles\images\EARTHQUAKE-TURKEY_000731_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000731_class.png
tiles\images\EARTHQUAKE-TURKEY_002247_pre.png,tiles\images\EARTHQUAKE-TURKEY_002247_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002247_class.png
tiles\images\EARTHQUAKE-TURKEY_006211_pre.png,tiles\images\EARTHQUAKE-TURKEY_006211_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006211_class.png
tiles\images\EARTHQUAKE-TURKEY_014943_pre.png,tiles\images\EARTHQUAKE-TURKEY_014943_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014943_class.png
tiles\images\EARTHQUAKE-TURKEY_000986_pre.png,tiles\images\EARTHQUAKE-TURKEY_000986_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000986_class.png
tiles\images\EARTHQUAKE-TURKEY_001027_pre.png,tiles\images\EARTHQUAKE-TURKEY_001027_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001027_class.png
tiles\images\EARTHQUAKE-TURKEY_004660_pre.png,tiles\images\EARTHQUAKE-TURKEY_004660_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004660_class.png
tiles\images\EARTHQUAKE-TURKEY_014253_pre.png,tiles\images\EARTHQUAKE-TURKEY_014253_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014253_class.png
tiles\images\EARTHQUAKE-TURKEY_008051_pre.png,tiles\images\EARTHQUAKE-TURKEY_008051_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008051_class.png
tiles\images\EXTRA_005_pre.png,tiles\images\EXTRA_005_post.png,pseudo_labels\masks\EXTRA_005_class.png
tiles\images\EARTHQUAKE-TURKEY_006664_pre.png,tiles\images\EARTHQUAKE-TURKEY_006664_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006664_class.png
tiles\images\EARTHQUAKE-TURKEY_001183_pre.png,tiles\images\EARTHQUAKE-TURKEY_001183_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001183_class.png
tiles\images\EARTHQUAKE-TURKEY_007837_pre.png,tiles\images\EARTHQUAKE-TURKEY_007837_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007837_class.png
tiles\images\EARTHQUAKE-TURKEY_000830_pre.png,tiles\images\EARTHQUAKE-TURKEY_000830_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000830_class.png
tiles\images\EARTHQUAKE-TURKEY_016262_pre.png,tiles\images\EARTHQUAKE-TURKEY_016262_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016262_class.png
tiles\images\EARTHQUAKE-TURKEY_012792_pre.png,tiles\images\EARTHQUAKE-TURKEY_012792_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012792_class.png
tiles\images\EARTHQUAKE-TURKEY_000357_pre.png,tiles\images\EARTHQUAKE-TURKEY_000357_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000357_class.png
tiles\images\EARTHQUAKE-TURKEY_001157_pre.png,tiles\images\EARTHQUAKE-TURKEY_001157_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001157_class.png
tiles\images\EARTHQUAKE-TURKEY_014851_pre.png,tiles\images\EARTHQUAKE-TURKEY_014851_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014851_class.png
tiles\images\EARTHQUAKE-TURKEY_001251_pre.png,tiles\images\EARTHQUAKE-TURKEY_001251_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001251_class.png
tiles\images\EARTHQUAKE-TURKEY_003471_pre.png,tiles\images\EARTHQUAKE-TURKEY_003471_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003471_class.png
tiles\images\EARTHQUAKE-TURKEY_003006_pre.png,tiles\images\EARTHQUAKE-TURKEY_003006_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003006_class.png
tiles\images\EARTHQUAKE-TURKEY_013586_pre.png,tiles\images\EARTHQUAKE-TURKEY_013586_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013586_class.png
tiles\images\EARTHQUAKE-TURKEY_012248_pre.png,tiles\images\EARTHQUAKE-TURKEY_012248_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012248_class.png
tiles\images\EARTHQUAKE-TURKEY_016028_pre.png,tiles\images\EARTHQUAKE-TURKEY_016028_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016028_class.png
tiles\images\EARTHQUAKE-TURKEY_011484_pre.png,tiles\images\EARTHQUAKE-TURKEY_011484_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011484_class.png
tiles\images\EARTHQUAKE-TURKEY_004894_pre.png,tiles\images\EARTHQUAKE-TURKEY_004894_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004894_class.png
tiles\images\EARTHQUAKE-TURKEY_011860_pre.png,tiles\images\EARTHQUAKE-TURKEY_011860_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011860_class.png
tiles\images\EARTHQUAKE-TURKEY_003947_pre.png,tiles\images\EARTHQUAKE-TURKEY_003947_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003947_class.png
tiles\images\EARTHQUAKE-TURKEY_006282_pre.png,tiles\images\EARTHQUAKE-TURKEY_006282_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006282_class.png
tiles\images\EARTHQUAKE-TURKEY_007744_pre.png,tiles\images\EARTHQUAKE-TURKEY_007744_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007744_class.png
tiles\images\EARTHQUAKE-TURKEY_011674_pre.png,tiles\images\EARTHQUAKE-TURKEY_011674_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011674_class.png
tiles\images\EARTHQUAKE-TURKEY_014790_pre.png,tiles\images\EARTHQUAKE-TURKEY_014790_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014790_class.png
tiles\images\EARTHQUAKE-TURKEY_001261_pre.png,tiles\images\EARTHQUAKE-TURKEY_001261_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001261_class.png
tiles\images\EARTHQUAKE-TURKEY_015247_pre.png,tiles\images\EARTHQUAKE-TURKEY_015247_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015247_class.png
tiles\images\EARTHQUAKE-TURKEY_004231_pre.png,tiles\images\EARTHQUAKE-TURKEY_004231_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004231_class.png
tiles\images\EARTHQUAKE-TURKEY_004681_pre.png,tiles\images\EARTHQUAKE-TURKEY_004681_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004681_class.png
tiles\images\EARTHQUAKE-TURKEY_006040_pre.png,tiles\images\EARTHQUAKE-TURKEY_006040_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006040_class.png
tiles\images\EARTHQUAKE-TURKEY_005732_pre.png,tiles\images\EARTHQUAKE-TURKEY_005732_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005732_class.png
tiles\images\EARTHQUAKE-TURKEY_011370_pre.png,tiles\images\EARTHQUAKE-TURKEY_011370_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011370_class.png
tiles\images\EARTHQUAKE-TURKEY_013535_pre.png,tiles\images\EARTHQUAKE-TURKEY_013535_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013535_class.png
tiles\images\EARTHQUAKE-TURKEY_014737_pre.png,tiles\images\EARTHQUAKE-TURKEY_014737_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014737_class.png
tiles\images\EARTHQUAKE-TURKEY_017711_pre.png,tiles\images\EARTHQUAKE-TURKEY_017711_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017711_class.png
tiles\images\EARTHQUAKE-TURKEY_009484_pre.png,tiles\images\EARTHQUAKE-TURKEY_009484_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009484_class.png
tiles\images\EARTHQUAKE-TURKEY_010041_pre.png,tiles\images\EARTHQUAKE-TURKEY_010041_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010041_class.png
tiles\images\EARTHQUAKE-TURKEY_014204_pre.png,tiles\images\EARTHQUAKE-TURKEY_014204_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014204_class.png
tiles\images\EARTHQUAKE-TURKEY_015647_pre.png,tiles\images\EARTHQUAKE-TURKEY_015647_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015647_class.png
tiles\images\EARTHQUAKE-TURKEY_017545_pre.png,tiles\images\EARTHQUAKE-TURKEY_017545_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017545_class.png
tiles\images\EARTHQUAKE-TURKEY_000415_pre.png,tiles\images\EARTHQUAKE-TURKEY_000415_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000415_class.png
tiles\images\EARTHQUAKE-TURKEY_006691_pre.png,tiles\images\EARTHQUAKE-TURKEY_006691_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006691_class.png
tiles\images\EARTHQUAKE-TURKEY_013765_pre.png,tiles\images\EARTHQUAKE-TURKEY_013765_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013765_class.png
tiles\images\EARTHQUAKE-TURKEY_002900_pre.png,tiles\images\EARTHQUAKE-TURKEY_002900_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002900_class.png
tiles\images\EARTHQUAKE-TURKEY_003144_pre.png,tiles\images\EARTHQUAKE-TURKEY_003144_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003144_class.png
tiles\images\EARTHQUAKE-TURKEY_015741_pre.png,tiles\images\EARTHQUAKE-TURKEY_015741_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015741_class.png
tiles\images\EARTHQUAKE-TURKEY_003012_pre.png,tiles\images\EARTHQUAKE-TURKEY_003012_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003012_class.png
tiles\images\EARTHQUAKE-TURKEY_015027_pre.png,tiles\images\EARTHQUAKE-TURKEY_015027_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015027_class.png
tiles\images\EARTHQUAKE-TURKEY_011514_pre.png,tiles\images\EARTHQUAKE-TURKEY_011514_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011514_class.png
tiles\images\EARTHQUAKE-TURKEY_011201_pre.png,tiles\images\EARTHQUAKE-TURKEY_011201_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011201_class.png
tiles\images\EARTHQUAKE-TURKEY_002515_pre.png,tiles\images\EARTHQUAKE-TURKEY_002515_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002515_class.png
tiles\images\EARTHQUAKE-TURKEY_000147_pre.png,tiles\images\EARTHQUAKE-TURKEY_000147_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000147_class.png
tiles\images\EARTHQUAKE-TURKEY_002888_pre.png,tiles\images\EARTHQUAKE-TURKEY_002888_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002888_class.png
tiles\images\EARTHQUAKE-TURKEY_009378_pre.png,tiles\images\EARTHQUAKE-TURKEY_009378_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009378_class.png
